2020-03-17T00:00:00,1
2020-03-18T00:00:00,1
2020-03-19T00:00:00,3
2020-03-20T00:00:00,3
2020-03-21T00:00:00,4
2020-03-22T00:00:00,4
2020-03-23T00:00:00,0
2020-03-24T00:00:00,23
2020-03-25T00:00:00,12
2020-03-26T00:00:00,25
2020-03-27T00:00:00,20
2020-03-28T00:00:00,17
2020-03-29T00:00:00,11
2020-03-30T00:00:00,21
2020-03-31T00:00:00,17
2020-04-01T00:00:00,29
2020-04-02T00:00:00,26
2020-04-03T00:00:00,25
2020-04-04T00:00:00,40
2020-04-05T00:00:00,43
2020-04-06T00:00:00,22
2020-04-07T00:00:00,66
2020-04-08T00:00:00,70
2020-04-09T00:00:00,41
2020-04-10T00:00:00,13
2020-04-11T00:00:00,56
2020-04-12T00:00:00,22
2020-04-13T00:00:00,23
2020-04-14T00:00:00,59
2020-04-15T00:00:00,28
2020-04-16T00:00:00,14
2020-04-17T00:00:00,37
2020-04-18T00:00:00,49
2020-04-19T00:00:00,65
2020-04-20T00:00:00,18
2020-04-21T00:00:00,21
2020-04-22T00:00:00,10
2020-04-23T00:00:00,42
2020-04-24T00:00:00,29
2020-04-25T00:00:00,15
2020-04-26T00:00:00,29
2020-04-27T00:00:00,24
2020-04-28T00:00:00,18
2020-04-29T00:00:00,14
2020-04-30T00:00:00,16
2020-05-01T00:00:00,26
2020-05-02T00:00:00,33
2020-05-03T00:00:00,11
2020-05-04T00:00:00,29
2020-05-05T00:00:00,18
2020-05-06T00:00:00,34
2020-05-07T00:00:00,21
2020-05-08T00:00:00,26
2020-05-09T00:00:00,24
2020-05-10T00:00:00,15
2020-05-11T00:00:00,7
2020-05-12T00:00:00,9
2020-05-13T00:00:00,26
2020-05-14T00:00:00,30
2020-05-15T00:00:00,13
2020-05-16T00:00:00,22
2020-05-17T00:00:00,22
2020-05-18T00:00:00,10
2020-05-19T00:00:00,12
2020-05-20T00:00:00,53
2020-05-21T00:00:00,36
2020-05-22T00:00:00,102
2020-05-23T00:00:00,24
2020-05-24T00:00:00,42
2020-05-25T00:00:00,11
2020-05-26T00:00:00,72
2020-05-27T00:00:00,45
2020-05-28T00:00:00,36
2020-05-29T00:00:00,37
2020-05-30T00:00:00,17
2020-05-31T00:00:00,21
2020-06-01T00:00:00,18
2020-06-02T00:00:00,28
2020-06-03T00:00:00,21
2020-06-04T00:00:00,25
2020-06-05T00:00:00,17
2020-06-06T00:00:00,17
2020-06-07T00:00:00,8
2020-06-08T00:00:00,17
2020-06-09T00:00:00,18
2020-06-10T00:00:00,14
2020-06-11T00:00:00,24
2020-06-12T00:00:00,32
2020-06-13T00:00:00,25
2020-06-14T00:00:00,16
2020-06-15T00:00:00,32
2020-06-16T00:00:00,19
2020-06-17T00:00:00,35
2020-06-18T00:00:00,42
2020-06-19T00:00:00,50
2020-06-20T00:00:00,32
2020-06-21T00:00:00,43
2020-06-22T00:00:00,28
2020-06-23T00:00:00,22
2020-06-24T00:00:00,36
2020-06-25T00:00:00,64
2020-06-26T00:00:00,36
2020-06-27T00:00:00,52
2020-06-28T00:00:00,50
2020-06-29T00:00:00,38
2020-06-30T00:00:00,35
2020-07-01T00:00:00,75
2020-07-02T00:00:00,74
2020-07-03T00:00:00,73
2020-07-04T00:00:00,79
2020-07-05T00:00:00,130
2020-07-06T00:00:00,107
2020-07-07T00:00:00,63
2020-07-08T00:00:00,202
2020-07-09T00:00:00,119
2020-07-10T00:00:00,157
2020-07-11T00:00:00,163
2020-07-12T00:00:00,98
2020-07-13T00:00:00,69
2020-07-14T00:00:00,94
2020-07-15T00:00:00,150
2020-07-16T00:00:00,100
2020-07-17T00:00:00,126
2020-07-18T00:00:00,139
2020-07-19T00:00:00,120
2020-07-20T00:00:00,100
2020-07-21T00:00:00,57
2020-07-22T00:00:00,262
2020-07-23T00:00:00,89
2020-07-24T00:00:00,145
2020-07-25T00:00:00,126
2020-07-26T00:00:00,139
2020-07-27T00:00:00,94
2020-07-28T00:00:00,119
2020-07-29T00:00:00,153
2020-07-30T00:00:00,96
2020-07-31T00:00:00,220
2020-08-01T00:00:00,93
2020-08-02T00:00:00,119
2020-08-03T00:00:00,119
2020-08-04T00:00:00,78
2020-08-05T00:00:00,108
2020-08-06T00:00:00,118
2020-08-07T00:00:00,156
2020-08-08T00:00:00,130
2020-08-09T00:00:00,131
2020-08-10T00:00:00,60
2020-08-11T00:00:00,121
2020-08-12T00:00:00,133
2020-08-13T00:00:00,143
2020-08-14T00:00:00,123
2020-08-15T00:00:00,183
2020-08-16T00:00:00,107
2020-08-17T00:00:00,68
2020-08-18T00:00:00,99
2020-08-19T00:00:00,70
2020-08-20T00:00:00,181
2020-08-21T00:00:00,84
2020-08-22T00:00:00,119
2020-08-23T00:00:00,87
2020-08-24T00:00:00,40
2020-08-25T00:00:00,83
2020-08-26T00:00:00,145
2020-08-27T00:00:00,93
2020-08-28T00:00:00,191
2020-08-29T00:00:00,143
2020-08-30T00:00:00,143
2020-08-31T00:00:00,140
2020-09-01T00:00:00,257
2020-09-02T00:00:00,135
2020-09-03T00:00:00,203
2020-09-04T00:00:00,192
2020-09-05T00:00:00,252
2020-09-06T00:00:00,123
2020-09-07T00:00:00,163
2020-09-08T00:00:00,86
2020-09-09T00:00:00,147
2020-09-10T00:00:00,209
2020-09-11T00:00:00,157
2020-09-12T00:00:00,347
2020-09-13T00:00:00,178
2020-09-14T00:00:00,121
2020-09-15T00:00:00,156
2020-09-16T00:00:00,220
2020-09-17T00:00:00,234
2020-09-18T00:00:00,253
2020-09-19T00:00:00,191
2020-09-20T00:00:00,180
2020-09-21T00:00:00,117
2020-09-22T00:00:00,213
2020-09-23T00:00:00,120
2020-09-24T00:00:00,202
2020-09-25T00:00:00,247
2020-09-26T00:00:00,205
2020-09-27T00:00:00,190
2020-09-28T00:00:00,164
2020-09-29T00:00:00,180
2020-09-30T00:00:00,156
2020-10-01T00:00:00,176
2020-10-02T00:00:00,283
2020-10-03T00:00:00,161
2020-10-04T00:00:00,160
2020-10-05T00:00:00,114
2020-10-06T00:00:00,194
2020-10-07T00:00:00,203
2020-10-08T00:00:00,186
2020-10-09T00:00:00,382
2020-10-10T00:00:00,206
2020-10-11T00:00:00,215
2020-10-12T00:00:00,153
2020-10-13T00:00:00,274
2020-10-14T00:00:00,263
2020-10-15T00:00:00,264
2020-10-16T00:00:00,498
2020-10-17T00:00:00,221
2020-10-18T00:00:00,280
2020-10-19T00:00:00,212
2020-10-20T00:00:00,226
2020-10-21T00:00:00,215
